"","time","day","area","year","air_temp"
"605",18,76,"srimangal",1982,305.260550730698
"606",21,76,"srimangal",1982,301.04532111225
"607",0,77,"srimangal",1982,298.06473307924
"608",3,77,"srimangal",1982,293.849525908308
"609",6,77,"srimangal",1982,293.329192971431
"610",9,77,"srimangal",1982,296.304309581942
"611",12,77,"srimangal",1982,302.615598075786
"612",15,77,"srimangal",1982,305.590807028764
"613",18,77,"srimangal",1982,303.487061137499
"614",21,77,"srimangal",1982,300.511890433862
"615",0,78,"srimangal",1982,298.408147815284
"616",3,78,"srimangal",1982,295.432992955432
"617",6,78,"srimangal",1982,292.259197579261
"618",9,78,"srimangal",1982,295.217327390201
"619",12,78,"srimangal",1982,301.492580794766
"620",15,78,"srimangal",1982,304.450802420933
"621",18,78,"srimangal",1982,302.359068129373
"622",21,78,"srimangal",1982,299.400884534158
"623",0,79,"srimangal",1982,297.3091534966
"624",3,79,"srimangal",1982,294.350985654708
"625",6,79,"srimangal",1982,292.469050128691
"626",9,79,"srimangal",1982,295.970757525891
"627",12,79,"srimangal",1982,303.399133787405
"628",15,79,"srimangal",1982,306.900949871539
"629",18,79,"srimangal",1982,304.424844389406
"630",21,79,"srimangal",1982,300.923073324684
"631",0,80,"srimangal",1982,298.446971694498
"632",3,80,"srimangal",1982,294.945219277886
"633",6,80,"srimangal",1982,291.558884246799
"634",9,80,"srimangal",1982,295.672116428541
"635",12,80,"srimangal",1982,304.397755904125
"636",15,80,"srimangal",1982,308.511115753471
"637",18,80,"srimangal",1982,305.602592681942
"638",21,80,"srimangal",1982,301.489285714026
"639",0,81,"srimangal",1982,298.580767167134
"640",3,81,"srimangal",1982,294.467482103962
"641",6,81,"srimangal",1982,290.858809204991
"642",9,81,"srimangal",1982,295.248683551169
"643",12,81,"srimangal",1982,304.561180195022
"644",15,81,"srimangal",1982,308.951190795297
"645",18,81,"srimangal",1982,305.847050242852
"646",21,81,"srimangal",1982,301.457096080633
"647",0,82,"srimangal",1982,298.352960357136
"648",3,82,"srimangal",1982,293.963029572901
"649",6,82,"srimangal",1982,293.098922425964
"650",9,82,"srimangal",1982,297.071406839836
"651",12,82,"srimangal",1982,305.498469861388
"652",15,82,"srimangal",1982,309.471077574296
"653",18,82,"srimangal",1982,306.662079186041
"654",21,82,"srimangal",1982,302.689522545051
"655",0,83,"srimangal",1982,299.880528526607
"656",3,83,"srimangal",1982,295.907993040818
"657",6,83,"srimangal",1982,292.868842118064
"658",9,83,"srimangal",1982,297.137382181595
"659",12,83,"srimangal",1982,306.192485330593
"660",15,83,"srimangal",1982,310.461157882215
"661",18,83,"srimangal",1982,307.442814470523
"662",21,83,"srimangal",1982,303.174196797034
"663",0,84,"srimangal",1982,300.155858080819
"664",3,84,"srimangal",1982,295.887263139156
"665",6,84,"srimangal",1982,295.209050128691
"666",9,84,"srimangal",1982,298.710757525891
"667",12,84,"srimangal",1982,306.139133787405
"668",15,84,"srimangal",1982,309.640949871539
"669",18,84,"srimangal",1982,307.164844389406
"670",21,84,"srimangal",1982,303.663073324684
"671",0,85,"srimangal",1982,301.186971694498
"672",3,85,"srimangal",1982,297.685219277886
"673",6,85,"srimangal",1982,293.799058027828
"674",9,85,"srimangal",1982,297.271645197193
"675",12,85,"srimangal",1982,304.638247019942
"676",15,85,"srimangal",1982,308.110941972399
"677",18,85,"srimangal",1982,305.655427804047
"678",21,85,"srimangal",1982,302.18277749662
"679",0,86,"srimangal",1982,299.727267148182
"680",3,86,"srimangal",1982,296.254635333787
"681",6,86,"srimangal",1982,291.318992201681
"682",9,86,"srimangal",1982,295.03424793634
"683",12,86,"srimangal",1982,302.915636748799
"684",15,86,"srimangal",1982,306.631007798563
"685",18,86,"srimangal",1982,304.003899348704
"686",21,86,"srimangal",1982,300.288576063819
"687",0,87,"srimangal",1982,297.661471700816
"688",3,87,"srimangal",1982,293.946168201278
"689",6,87,"srimangal",1982,292.968992859942
"690",9,87,"srimangal",1982,296.681821908949
"691",12,87,"srimangal",1982,304.558062851511
"692",15,87,"srimangal",1982,308.271007140301
"693",18,87,"srimangal",1982,305.645614633258
"694",21,87,"srimangal",1982,301.932718078147
"695",0,88,"srimangal",1982,299.307329655289
"696",3,88,"srimangal",1982,295.594452872603
"697",6,88,"srimangal",1982,291.818877005923
"698",9,88,"srimangal",1982,295.958802729847
"699",12,88,"srimangal",1982,304.741068774299
"700",15,88,"srimangal",1982,308.881122994349
"701",18,88,"srimangal",1982,305.953724551855
"702",21,88,"srimangal",1982,301.813723556418
"703",0,89,"srimangal",1982,298.886329667924
"704",3,89,"srimangal",1982,294.746350719386
"705",6,89,"srimangal",1982,292.228848042418
"706",9,89,"srimangal",1982,296.475547935072
"707",12,89,"srimangal",1982,305.484320254996
"708",15,89,"srimangal",1982,309.731151957861
"709",18,89,"srimangal",1982,306.728252031504
"710",21,89,"srimangal",1982,302.481474925986
"711",0,90,"srimangal",1982,299.478579671082
"712",3,90,"srimangal",1982,295.231825181082
"713",6,90,"srimangal",1982,295.85914820965
"714",9,90,"srimangal",1982,298.999279444562
"715",12,90,"srimangal",1982,305.660623091408
"716",15,90,"srimangal",1982,308.800851790555
"717",18,90,"srimangal",1982,306.580421787866
"718",21,90,"srimangal",1982,303.440233459557
"719",0,91,"srimangal",1982,301.219806911075
"720",3,91,"srimangal",1982,298.079635305326
"721",6,91,"srimangal",1982,296.629135702682
"722",9,91,"srimangal",1982,299.815373965
"723",12,91,"srimangal",1982,306.574527139891
"724",15,91,"srimangal",1982,309.760864297526
"725",18,91,"srimangal",1982,307.507831381351
"726",21,91,"srimangal",1982,304.321535187325
"727",0,92,"srimangal",1982,302.068505776075
"728",3,92,"srimangal",1982,298.882226550149
"729",6,92,"srimangal",1982,298.399268671501
"730",9,92,"srimangal",1982,301.095316431923
"731",12,92,"srimangal",1982,306.8145998876
"732",15,92,"srimangal",1982,309.510731328676
"733",18,92,"srimangal",1982,307.604318861143
"734",21,92,"srimangal",1982,304.908222081583
"735",0,93,"srimangal",1982,303.001812579756
"736",3,93,"srimangal",1982,300.305730157818
"737",6,93,"srimangal",1982,297.539389791612
"738",9,93,"srimangal",1982,299.788927391892
"739",12,93,"srimangal",1982,304.561002786504
"740",15,93,"srimangal",1982,306.810610208535
"741",18,93,"srimangal",1982,305.219931218974
"742",21,93,"srimangal",1982,302.970352717936
"743",0,94,"srimangal",1982,301.379676202911
"744",3,94,"srimangal",1982,299.130109681636
"745",6,94,"srimangal",1982,296.569443769053
"746",9,94,"srimangal",1982,298.619993145792
"747",12,94,"srimangal",1982,302.969943208841
"748",15,94,"srimangal",1982,305.020556231081
"749",18,94,"srimangal",1982,303.570584552355
"750",21,94,"srimangal",1982,301.519997892833
"751",0,95,"srimangal",1982,300.070028469751
"752",3,95,"srimangal",1982,298.019452730294
"753",6,95,"srimangal",1982,296.119336472433
"754",9,95,"srimangal",1982,298.565435610601
"755",12,95,"srimangal",1982,303.754488466878
"756",15,95,"srimangal",1982,306.200663527728
"757",18,95,"srimangal",1982,304.470993170146
"758",21,95,"srimangal",1982,302.024849557368
"759",0,96,"srimangal",1982,300.295181890543
"760",3,96,"srimangal",1982,297.849051304303
"761",6,96,"srimangal",1982,296.299420729901
"762",9,96,"srimangal",1982,298.434904104493
"763",12,96,"srimangal",1982,302.965029613941
"764",15,96,"srimangal",1982,305.100579270238
"765",18,96,"srimangal",1982,303.590549592985
"766",21,96,"srimangal",1982,301.455027391353
"767",0,97,"srimangal",1982,299.945000063173
"768",3,97,"srimangal",1982,297.809489233915
"769",6,97,"srimangal",1982,296.409280520207
"770",9,97,"srimangal",1982,299.061647938876
"771",12,97,"srimangal",1982,304.688269736406
"772",15,97,"srimangal",1982,307.340719479967
"773",18,97,"srimangal",1982,305.465193983105
"774",21,97,"srimangal",1982,302.812778339487
"775",0,98,"srimangal",1982,300.937255760282
"776",3,98,"srimangal",1982,298.28485424167
"777",6,98,"srimangal",1982,296.499271962808
"778",9,98,"srimangal",1982,299.183186294965
"779",12,98,"srimangal",1982,304.876730401157
"780",15,98,"srimangal",1982,307.560728037368
"781",18,98,"srimangal",1982,305.66289528391
"782",21,98,"srimangal",1982,302.978932153223
"783",0,99,"srimangal",1982,301.081102352124
"784",3,99,"srimangal",1982,298.397153514444
"785",6,99,"srimangal",1982,296.309163349664
"786",9,99,"srimangal",1982,299.393480814558
"787",12,99,"srimangal",1982,305.936423453771
"788",15,99,"srimangal",1982,309.020836650538
"789",18,99,"srimangal",1982,306.839873332595
"790",21,99,"srimangal",1982,303.755499789102
"791",0,100,"srimangal",1982,301.574539863969
"792",3,100,"srimangal",1982,298.490182745803
"793",6,100,"srimangal",1982,296.369233125381
"794",9,100,"srimangal",1982,299.196321911062
"795",12,100,"srimangal",1982,305.193590341183
"796",15,100,"srimangal",1982,308.020766874804
"797",18,100,"srimangal",1982,306.021693495258
"798",21,100,"srimangal",1982,303.19455330787
"799",0,101,"srimangal",1982,301.195483038178
"800",3,101,"srimangal",1982,298.368357906263
"801",6,101,"srimangal",1982,296.649412172502
"802",9,101,"srimangal",1982,298.816442460582
"803",12,101,"srimangal",1982,303.413490278692
"804",15,101,"srimangal",1982,305.58058782764
"805",18,101,"srimangal",1982,304.04825089379
"806",21,101,"srimangal",1982,301.881181205089
"807",0,102,"srimangal",1982,300.348846655015
"808",3,102,"srimangal",1982,298.181788506689
"809",6,102,"srimangal",1982,294.869218643628
"810",9,102,"srimangal",1982,297.749694513674
"811",12,102,"srimangal",1982,303.860216081532
"812",15,102,"srimangal",1982,306.74078135656
"813",18,102,"srimangal",1982,304.703957235083
"814",21,102,"srimangal",1982,301.823428992654
"815",0,103,"srimangal",1982,299.786608039757
"816",3,103,"srimangal",1982,296.906095137111
"817",6,103,"srimangal",1982,294.059203503614
"818",9,103,"srimangal",1982,296.995493143678
"819",12,103,"srimangal",1982,303.224415719169
"820",15,103,"srimangal",1982,306.160796496578
"821",18,103,"srimangal",1982,304.084505690354
"822",21,103,"srimangal",1982,301.14816266311
"823",0,104,"srimangal",1982,299.071875086863
"824",3,104,"srimangal",1982,296.135547696634
"825",6,104,"srimangal",1982,295.009278545423
"826",9,104,"srimangal",1982,297.668926021051
"827",12,104,"srimangal",1982,303.310991428272
"828",15,104,"srimangal",1982,305.970721454752
"829",18,104,"srimangal",1982,304.090048129445
"830",21,104,"srimangal",1982,301.430352296503
"831",0,105,"srimangal",1982,299.549681896861
"832",3,105,"srimangal",1982,296.890000227695
"833",6,105,"srimangal",1982,293.939275912377
"834",9,105,"srimangal",1982,296.608630130617
"835",12,105,"srimangal",1982,302.271287017426
"836",15,105,"srimangal",1982,304.940724087798
"837",18,105,"srimangal",1982,303.053186991231
"838",21,105,"srimangal",1982,300.383784239191
"839",0,106,"srimangal",1982,298.496250078966
"840",3,106,"srimangal",1982,295.826861542394
"841",6,106,"srimangal",1982,295.169296318483
"842",9,106,"srimangal",1982,297.763423281481
"843",12,106,"srimangal",1982,303.26649620148
"844",15,106,"srimangal",1982,305.860703681687
"845",18,106,"srimangal",1982,304.026360812387
"846",21,106,"srimangal",1982,301.432186683359
"847",0,107,"srimangal",1982,299.59784666765
"848",3,107,"srimangal",1982,297.003686353472
"849",6,107,"srimangal",1982,294.979485897787
"850",9,107,"srimangal",1982,296.874727392738
"851",12,107,"srimangal",1982,300.895213782372
"852",15,107,"srimangal",1982,302.790514102337
"853",18,107,"srimangal",1982,301.450362763774
"854",21,107,"srimangal",1982,299.555086809826
"855",0,108,"srimangal",1982,298.214937556066
"856",3,108,"srimangal",1982,296.3196716951
"857",6,108,"srimangal",1982,293.129473390819
"858",9,108,"srimangal",1982,295.070821913176
"859",12,108,"srimangal",1982,299.189117830855
"860",15,108,"srimangal",1982,301.130526609308
"861",18,108,"srimangal",1982,299.757772357259
"862",21,108,"srimangal",1982,297.816388537593
"863",0,109,"srimangal",1982,296.443636421066
"864",3,109,"srimangal",1982,294.502262939923
"865",6,109,"srimangal",1982,291.76916137488
"866",9,109,"srimangal",1982,294.860758896732
"867",12,109,"srimangal",1982,301.419145145637
"868",15,109,"srimangal",1982,304.510838625322
"869",18,109,"srimangal",1982,302.324727478935
"870",21,109,"srimangal",1982,299.233073746118
"871",0,110,"srimangal",1982,297.046966000548
"872",3,110,"srimangal",1982,293.955328731828
"873",6,110,"srimangal",1982,295.179537900444
"874",9,110,"srimangal",1982,296.883071228812
"875",12,110,"srimangal",1982,300.496875896575
"876",15,110,"srimangal",1982,302.200462099668
"877",18,110,"srimangal",1982,300.995870243495
"878",21,110,"srimangal",1982,299.292305941738
"879",0,111,"srimangal",1982,298.087715959486
"880",3,111,"srimangal",1982,296.384160729783
"881",6,111,"srimangal",1982,294.689285128037
"882",9,111,"srimangal",1982,297.324665747136
"883",12,111,"srimangal",1982,302.915252455386
"884",15,111,"srimangal",1982,305.550714872135
"885",18,111,"srimangal",1982,303.687200974979
"886",21,111,"srimangal",1982,301.051772439783
"887",0,112,"srimangal",1982,299.188261441597
"888",3,112,"srimangal",1982,296.552846940946
"889",6,112,"srimangal",1982,294.749180464463
"890",9,112,"srimangal",1982,297.77040410238
"891",12,112,"srimangal",1982,304.179502124269
"892",15,112,"srimangal",1982,307.200819535735
"893",18,112,"srimangal",1982,305.064470730984
"894",21,112,"srimangal",1982,302.04319216163
"895",0,113,"srimangal",1982,299.906846680284
"896",3,113,"srimangal",1982,296.885584200255
"897",6,113,"srimangal",1982,294.829195604477
"898",9,113,"srimangal",1982,297.794605472376
"899",12,113,"srimangal",1982,304.085302486631
"900",15,113,"srimangal",1982,307.050804395717
"901",18,113,"srimangal",1982,304.953922275713
"902",21,113,"srimangal",1982,301.988458491174
"903",0,114,"srimangal",1982,299.891579633179
"904",3,114,"srimangal",1982,296.926131640733
"905",6,114,"srimangal",1982,295.749178489678
"906",9,114,"srimangal",1982,298.777682184554
"907",12,114,"srimangal",1982,305.202223816134
"908",15,114,"srimangal",1982,308.23082151052
"909",18,114,"srimangal",1982,306.089324877324
"910",21,114,"srimangal",1982,303.060766118646
"911",0,115,"srimangal",1982,300.919272816863
"912",3,115,"srimangal",1982,297.89073018628
"913",6,115,"srimangal",1982,295.699240366257
"914",9,115,"srimangal",1982,298.499635609756
"915",12,115,"srimangal",1982,304.440277471009
"916",15,115,"srimangal",1982,307.240759633926
"917",18,115,"srimangal",1982,305.260561625346
"918",21,115,"srimangal",1982,302.460115465479
"919",0,116,"srimangal",1982,300.479920537388
"920",3,116,"srimangal",1982,297.679489290839
"921",6,116,"srimangal",1982,295.739266696716
"922",9,116,"srimangal",1982,298.442594514097
"923",12,116,"srimangal",1982,304.177321579466
"924",15,116,"srimangal",1982,306.880733303461
"925",18,116,"srimangal",1982,304.969173007483
"926",21,116,"srimangal",1982,302.265796038599
"927",0,117,"srimangal",1982,300.354238716335
"928",3,117,"srimangal",1982,297.650876143843
"929",6,117,"srimangal",1982,295.42925945584
"930",9,117,"srimangal",1982,298.159280815403
"931",12,117,"srimangal",1982,303.95063444964
"932",15,117,"srimangal",1982,306.680740544339
"933",18,117,"srimangal",1982,304.750304877395
"934",21,117,"srimangal",1982,302.020233880991
"935",0,118,"srimangal",1982,300.089801217124
"936",3,118,"srimangal",1982,297.359744759267
"937",6,118,"srimangal",1982,295.4792772289
"938",9,118,"srimangal",1982,298.143778075834
"939",12,118,"srimangal",1982,303.796139222849
"940",15,118,"srimangal",1982,306.460722771275
"941",18,118,"srimangal",1982,304.576617560338
"942",21,118,"srimangal",1982,301.912068267847
"943",0,119,"srimangal",1982,300.027965987913
"944",3,119,"srimangal",1982,297.363430885044
"945",6,119,"srimangal",1982,296.289215352321
"946",9,119,"srimangal",1982,299.181824650632
"947",12,119,"srimangal",1982,305.318085567974
"948",15,119,"srimangal",1982,308.210784647868
"949",18,119,"srimangal",1982,306.165380812316
"950",21,119,"srimangal",1982,303.272718921014
"951",0,120,"srimangal",1982,301.227318267389
"952",3,120,"srimangal",1982,298.334671780485
"953",6,120,"srimangal",1982,296.539271962808
"954",9,120,"srimangal",1982,299.223186294965
"955",12,120,"srimangal",1982,304.916730401157
"956",15,120,"srimangal",1982,307.600728037368
"957",18,120,"srimangal",1982,305.70289528391
"958",21,120,"srimangal",1982,303.018932153223
"959",0,121,"srimangal",1982,301.121102352124
"960",3,121,"srimangal",1982,298.437153514444
"961",6,121,"srimangal",1982,296.339224567982
"962",9,121,"srimangal",1982,299.197860267151
"963",12,121,"srimangal",1982,305.262051005934
"964",15,121,"srimangal",1982,308.120775432206
"965",18,121,"srimangal",1982,306.099394796064
"966",21,121,"srimangal",1982,303.240707121606
"967",0,122,"srimangal",1982,301.21932963002
"968",3,122,"srimangal",1982,298.360657179037
"969",6,122,"srimangal",1982,296.469248265395
"970",9,122,"srimangal",1982,299.240523281058
"971",12,122,"srimangal",1982,305.119390703546
"972",15,122,"srimangal",1982,307.890751734787
"973",18,122,"srimangal",1982,305.931145039987
"974",21,122,"srimangal",1982,303.159819637415
"975",0,123,"srimangal",1982,301.200215991072
"976",3,123,"srimangal",1982,298.42890534674
"977",6,123,"srimangal",1982,297.239395715965
"978",9,123,"srimangal",1982,299.467093145369
"979",12,123,"srimangal",1982,304.192837710906
"980",15,123,"srimangal",1982,306.420604284181
"981",18,123,"srimangal",1982,304.845368779955
"982",21,123,"srimangal",1982,302.617630846888
"983",0,124,"srimangal",1982,301.042397793174
"984",3,124,"srimangal",1982,298.814671723562
"985",6,124,"srimangal",1982,295.329331206341
"986",9,124,"srimangal",1982,297.794843829733
"987",12,124,"srimangal",1982,303.025079645186
"988",15,124,"srimangal",1982,305.490668793821
"989",18,124,"srimangal",1982,303.747270893719
"990",21,124,"srimangal",1982,301.281713442744
"991",0,125,"srimangal",1982,299.538318254754
"992",3,125,"srimangal",1982,297.072773933702
"993",6,125,"srimangal",1982,295.279389791612
"994",9,125,"srimangal",1982,297.528927391892
"995",12,125,"srimangal",1982,302.301002786504
"996",15,125,"srimangal",1982,304.550610208535
"997",18,125,"srimangal",1982,302.959931218974
"998",21,125,"srimangal",1982,300.710352717936
"999",0,126,"srimangal",1982,299.119676202911
"1000",3,126,"srimangal",1982,296.870109681636
"1001",6,126,"srimangal",1982,295.869302242836
"1002",9,126,"srimangal",1982,298.441589034958
"1003",12,126,"srimangal",1982,303.898331125883
"1004",15,126,"srimangal",1982,306.470697757333
"1005",18,126,"srimangal",1982,304.651798373368
"1006",21,126,"srimangal",1982,302.079464812311
"1007",0,127,"srimangal",1982,300.260568257913
"1008",3,127,"srimangal",1982,297.688248395398
"1009",6,127,"srimangal",1982,295.759223251459
"1010",9,127,"srimangal",1982,298.622712321934
"1011",12,127,"srimangal",1982,304.697198800512
"1012",15,127,"srimangal",1982,307.560776748729
"1013",18,127,"srimangal",1982,305.535964226957
"1014",21,127,"srimangal",1982,302.67242309295
"1015",0,128,"srimangal",1982,300.647613721073
"1016",3,128,"srimangal",1982,297.784087836387
"1017",6,128,"srimangal",1982,295.459302242836
"1018",9,128,"srimangal",1982,298.031589034958
"1019",12,128,"srimangal",1982,303.488331125883
"1020",15,128,"srimangal",1982,306.060697757333
"1021",18,128,"srimangal",1982,304.241798373368
"1022",21,128,"srimangal",1982,301.669464812311
"1023",0,129,"srimangal",1982,299.850568257913
"1024",3,129,"srimangal",1982,297.278248395398
"1025",6,129,"srimangal",1982,296.109372676814
"1026",9,129,"srimangal",1982,298.422004104071
"1027",12,129,"srimangal",1982,303.327924116006
"1028",15,129,"srimangal",1982,305.640627323338
"1029",18,129,"srimangal",1982,304.005333820585
"1030",21,129,"srimangal",1982,301.692660345408
"1031",0,130,"srimangal",1982,300.057369386595
"1032",3,130,"srimangal",1982,297.744708227183
"1033",6,130,"srimangal",1982,296.819418755117
"1034",9,130,"srimangal",1982,298.962182186668
"1035",12,130,"srimangal",1982,303.507751305807
"1036",15,130,"srimangal",1982,305.650581245023
"1037",18,130,"srimangal",1982,304.135403739325
"1038",21,130,"srimangal",1982,301.992601348369
"1039",0,131,"srimangal",1982,300.477426199752
"1040",3,131,"srimangal",1982,298.33463521994
"1041",6,131,"srimangal",1982,296.949489189095
"1042",9,131,"srimangal",1982,298.83259725578
"1043",12,131,"srimangal",1982,302.82734429593
"1044",15,131,"srimangal",1982,304.710510811028
"1045",18,131,"srimangal",1982,303.378939186541
"1046",21,131,"srimangal",1982,301.495796881466
"1047",0,132,"srimangal",1982,300.164227328434
"1048",3,132,"srimangal",1982,298.281095051725
"1049",6,132,"srimangal",1982,297.539705098859
"1050",9,132,"srimangal",1982,298.626860271378
"1051",12,132,"srimangal",1982,300.933105985279
"1052",15,132,"srimangal",1982,302.020294901212
"1053",18,132,"srimangal",1982,301.251552520065
"1054",21,132,"srimangal",1982,300.164377581052
"1055",0,133,"srimangal",1982,299.395636395797
"1056",3,133,"srimangal",1982,298.308467246357
"1057",6,133,"srimangal",1982,297.01962544922
"1058",9,133,"srimangal",1982,298.400409585746
"1059",12,133,"srimangal",1982,301.329547557196
"1060",15,133,"srimangal",1982,302.71037455087
"1061",18,133,"srimangal",1982,301.7340030891
"1062",21,133,"srimangal",1982,300.353193847363
"1063",0,134,"srimangal",1982,299.376823904483
"1064",3,134,"srimangal",1982,297.99602201602
"1065",6,134,"srimangal",1982,296.929553040458
"1066",9,134,"srimangal",1982,298.577272598808
"1067",12,134,"srimangal",1982,302.072676258938
"1068",15,134,"srimangal",1982,303.72044695965
"1069",18,134,"srimangal",1982,302.555321788224
"1070",21,134,"srimangal",1982,300.907572271282
"1071",0,135,"srimangal",1982,299.74244891238
"1072",3,135,"srimangal",1982,298.09470817026
"1073",6,135,"srimangal",1982,296.589553040458
"1074",9,135,"srimangal",1982,298.237272598808
"1075",12,135,"srimangal",1982,301.732676258938
"1076",15,135,"srimangal",1982,303.38044695965
"1077",18,135,"srimangal",1982,302.215321788223
"1078",21,135,"srimangal",1982,300.567572271282
"1079",0,136,"srimangal",1982,299.40244891238
"1080",3,136,"srimangal",1982,297.75470817026
"1081",6,136,"srimangal",1982,295.879445085576
"1082",9,136,"srimangal",1982,297.925141091009
"1083",12,136,"srimangal",1982,302.264795414264
"1084",15,136,"srimangal",1982,304.310554914558
"1085",18,136,"srimangal",1982,302.864015121462
"1086",21,136,"srimangal",1982,300.818281921489
"1087",0,137,"srimangal",1982,299.371744378699
"1088",3,137,"srimangal",1982,297.326022072944
"1089",6,137,"srimangal",1982,297.349649146633
"1090",9,137,"srimangal",1982,298.643072599653
"1091",12,137,"srimangal",1982,301.386887254807
"1092",15,137,"srimangal",1982,302.680350853451
"1093",18,137,"srimangal",1982,301.765753333024
"1094",21,137,"srimangal",1982,300.472306363172
"1095",0,138,"srimangal",1982,299.557710265535
"1096",3,138,"srimangal",1982,298.264270183724
"1097",6,138,"srimangal",1982,295.759360828107
"1098",9,138,"srimangal",1982,298.115672597117
"1099",12,138,"srimangal",1982,303.114254267201
"1100",15,138,"srimangal",1982,305.470639172047
"1101",18,138,"srimangal",1982,303.804458698623
"1102",21,138,"srimangal",1982,301.448104087504
"1103",0,139,"srimangal",1982,299.781926206069
"1104",3,139,"srimangal",1982,297.425584143332
"1105",6,139,"srimangal",1982,294.329202187091
"1106",9,139,"srimangal",1982,297.270345198461
"1107",12,139,"srimangal",1982,303.509563513746
"1108",15,139,"srimangal",1982,306.450797813101
"1109",18,139,"srimangal",1982,304.371075121247
"1110",21,139,"srimangal",1982,301.429878634454
"1111",0,140,"srimangal",1982,299.350159177915
"1112",3,140,"srimangal",1982,296.408978353984
"1113",6,140,"srimangal",1982,294.539211402752
"1114",9,140,"srimangal",1982,297.446380814981
"1115",12,140,"srimangal",1982,303.613528951706
"1116",15,140,"srimangal",1982,306.520788597438
"1117",18,140,"srimangal",1982,304.465089104995
"1118",21,140,"srimangal",1982,301.557866835046
"1119",0,141,"srimangal",1982,299.502170540547
"1120",3,141,"srimangal",1982,296.594963752535
"1121",6,141,"srimangal",1982,295.569214035798
"1122",9,141,"srimangal",1982,298.466676705415
"1123",12,141,"srimangal",1982,304.613233362552
"1124",15,141,"srimangal",1982,307.510785964392
"1125",18,141,"srimangal",1982,305.461950243209
"1126",21,141,"srimangal",1982,302.564434892358
"1127",0,142,"srimangal",1982,300.515602358441
"1128",3,142,"srimangal",1982,297.618102437835
"1129",6,142,"srimangal",1982,296.499281178469
"1130",9,142,"srimangal",1982,299.149221911485
"1131",12,142,"srimangal",1982,304.770695839117
"1132",15,142,"srimangal",1982,307.420718821705
"1133",18,142,"srimangal",1982,305.546909267658
"1134",21,142,"srimangal",1982,302.896920353815
"1135",0,143,"srimangal",1982,301.023113714755
"1136",3,143,"srimangal",1982,298.373138912995
"1137",6,143,"srimangal",1982,296.639370043768
"1138",9,143,"srimangal",1982,298.961708213636
"1139",12,143,"srimangal",1982,303.888219705161
"1140",15,143,"srimangal",1982,306.210629956384
"1141",18,143,"srimangal",1982,304.568472682371
"1142",21,143,"srimangal",1982,302.246092288096
"1143",0,144,"srimangal",1982,300.6039375687
"1144",3,144,"srimangal",1982,298.281569541883
"1145",6,144,"srimangal",1982,297.209377942905
"1146",9,144,"srimangal",1982,299.502595884939
"1147",12,144,"srimangal",1982,304.367332937698
"1148",15,144,"srimangal",1982,306.660622057245
"1149",18,144,"srimangal",1982,305.039056097012
"1150",21,144,"srimangal",1982,302.745796460032
"1151",0,145,"srimangal",1982,301.124233022384
"1152",3,145,"srimangal",1982,298.830985597784
"1153",6,145,"srimangal",1982,296.059163349664
"1154",9,145,"srimangal",1982,299.143480814558
"1155",12,145,"srimangal",1982,305.686423453771
"1156",15,145,"srimangal",1982,308.770836650538
"1157",18,145,"srimangal",1982,306.589873332595
"1158",21,145,"srimangal",1982,303.505499789102
"1159",0,146,"srimangal",1982,301.324539863969
"1160",3,146,"srimangal",1982,298.240182745803
"1161",6,146,"srimangal",1982,297.479289735868
"1162",9,146,"srimangal",1982,300.097683555396
"1163",12,146,"srimangal",1982,305.652235174366
"1164",15,146,"srimangal",1982,308.270710264304
"1165",18,146,"srimangal",1982,306.419207966853
"1166",21,146,"srimangal",1982,303.800766540079
"1167",0,147,"srimangal",1982,301.949267122913
"1168",3,147,"srimangal",1982,299.330839640221
"1169",6,147,"srimangal",1982,298.419394399442
"1170",9,147,"srimangal",1982,300.651945200152
"1171",12,147,"srimangal",1982,305.387985505484
"1172",15,147,"srimangal",1982,307.620605600704
"1173",18,147,"srimangal",1982,306.041938210848
"1174",21,147,"srimangal",1982,303.809346818232
"1175",0,148,"srimangal",1982,302.230681884226
"1176",3,148,"srimangal",1982,299.998102380912
"1177",6,148,"srimangal",1982,297.259348321139
"1178",9,148,"srimangal",1982,299.661767117555
"1179",12,148,"srimangal",1982,304.758158315683
"1180",15,148,"srimangal",1982,307.160651679018
"1181",18,148,"srimangal",1982,305.461868292108
"1182",21,148,"srimangal",1982,303.059405815272
"1183",0,149,"srimangal",1982,301.360625071069
"1184",3,149,"srimangal",1982,298.958175388155
"1185",6,149,"srimangal",1982,297.269470099512
"1186",9,149,"srimangal",1982,299.222952050133
"1187",12,149,"srimangal",1982,303.366987317298
"1188",15,149,"srimangal",1982,305.320529900616
"1189",18,149,"srimangal",1982,303.939195934492
"1190",21,149,"srimangal",1982,301.985678465953
"1191",0,150,"srimangal",1982,300.604346648698
"1192",3,150,"srimangal",1982,298.650839583298
"1193",6,150,"srimangal",1982,298.479439161223
"1194",9,150,"srimangal",1982,300.546975337532
"1195",12,150,"srimangal",1982,304.932960489861
"1196",15,150,"srimangal",1982,307.000560838913
"1197",18,150,"srimangal",1982,305.538577560481
"1198",21,150,"srimangal",1982,303.471003792537
"1199",0,151,"srimangal",1982,302.009022788436
"1200",3,151,"srimangal",1982,299.941460031018
"1201",6,151,"srimangal",1982,297.589321332419
"1202",9,151,"srimangal",1982,300.091234240605
"1203",12,151,"srimangal",1982,305.398688104515
