area,day,mean_temp,hour
srimangal,91,294.7115063,6
srimangal,91,297.8896343,9
srimangal,91,304.6315828,12
srimangal,91,307.8098095,15
srimangal,91,305.5625114,18
srimangal,91,302.3843256,21
srimangal,92,300.137031,0
srimangal,92,296.9588622,3
srimangal,92,294.8030807,6
srimangal,92,297.998004,9
srimangal,92,304.7755811,12
srimangal,92,307.9706035,15
srimangal,92,305.7114293,18
srimangal,92,302.516448,21
srimangal,93,300.2572773,0
srimangal,93,297.062313,3
srimangal,93,294.7625466,6
srimangal,93,297.9861431,9
srimangal,93,304.8245463,12
srimangal,93,308.0482429,15
srimangal,93,305.7687934,18
srimangal,93,302.5451384,21
srimangal,94,300.2656925,0
srimangal,94,297.0420546,3
srimangal,94,294.6227992,6
srimangal,94,297.885478,9
srimangal,94,304.8067891,12
srimangal,94,308.0695692,15
srimangal,94,305.7624841,18
srimangal,94,302.4997459,21
srimangal,95,300.1926644,0
srimangal,95,296.9299436,3
srimangal,95,294.7033184,6
srimangal,95,297.9922438,9
srimangal,95,304.9692331,12
srimangal,95,308.2582606,15
srimangal,95,305.9326162,18
srimangal,95,302.643631,21
srimangal,96,300.3179902,0
srimangal,96,297.0290226,3
srimangal,96,294.629376,6
srimangal,96,297.899782,9
srimangal,96,304.8374849,12
srimangal,96,308.1079924,15
srimangal,96,305.7954434,18
srimangal,96,302.524978,21
srimangal,97,300.2124325,0
srimangal,97,296.9419845,3
srimangal,97,295.1462409,6
srimangal,97,298.3327346,9
srimangal,97,305.0924297,12
srimangal,97,308.2790223,15
srimangal,97,306.0258087,18
srimangal,97,302.8392571,21
srimangal,98,300.586047,0
srimangal,98,297.3995124,3
srimangal,98,295.1085978,6
srimangal,98,298.3374947,9
srimangal,98,305.187142,12
srimangal,98,308.416139,15
srimangal,98,306.1329416,18
srimangal,98,302.9039861,21
srimangal,99,300.6207923,0
srimangal,99,297.3918539,3
srimangal,99,295.4086089,6
srimangal,99,298.5965076,9
srimangal,99,305.359183,12
srimangal,99,308.5471805,15
srimangal,99,306.2929736,18
srimangal,99,303.105017,21
srimangal,100,300.8508135,0
srimangal,100,297.6628739,3
srimangal,100,295.7618301,6
srimangal,100,298.7166391,9
srimangal,100,304.9848481,12
srimangal,100,307.9397489,15
srimangal,100,305.8503627,18
srimangal,100,302.8954999,21
srimangal,101,300.806117,0
srimangal,101,297.8512699,3
srimangal,101,295.7352506,6
srimangal,101,298.6921032,9
srimangal,101,304.9646472,12
srimangal,101,307.9215915,15
srimangal,101,305.8307604,18
srimangal,101,302.873854,21
srimangal,102,300.7830261,0
srimangal,102,297.8261355,3
srimangal,102,295.5812597,6
srimangal,102,298.6983374,9
srimangal,102,305.3107763,12
srimangal,102,308.4279508,15
srimangal,102,306.2238223,18
srimangal,102,303.1066879,21
srimangal,103,300.9025627,0
srimangal,103,297.7854449,3
srimangal,103,295.6002117,6
srimangal,103,298.7004942,9
srimangal,103,305.2773044,12
srimangal,103,308.3776831,15
srimangal,103,306.1854307,18
srimangal,103,303.0850918,21
srimangal,104,300.8928428,0
srimangal,104,297.7925204,3
srimangal,104,295.7194095,6
srimangal,104,298.8664376,9
srimangal,104,305.5424121,12
srimangal,104,308.6895379,15
srimangal,104,306.464231,18
srimangal,104,303.3171456,21
srimangal,105,301.0918422,0
srimangal,105,297.9447736,3
srimangal,105,295.9525751,6
srimangal,105,299.0711855,9
srimangal,105,305.6868756,12
srimangal,105,308.8055828,15
srimangal,105,306.6003705,18
srimangal,105,303.4817034,21
srimangal,106,301.2764946,0
srimangal,106,298.1578441,3
srimangal,106,296.1536397,6
srimangal,106,299.2280589,9
srimangal,106,305.7500036,12
srimangal,106,308.8245182,15
srimangal,106,306.6505541,18
srimangal,106,303.5760791,21
srimangal,107,301.4021184,0
srimangal,107,298.3276597,3
srimangal,107,296.2597545,6
srimangal,107,299.105235,9
srimangal,107,305.1415188,12
srimangal,107,307.9870877,15
srimangal,107,305.9750092,18
srimangal,107,303.129477,21
srimangal,108,301.1174017,0
srimangal,108,298.2718846,3
srimangal,108,296.2765754,6
srimangal,108,299.2001568,9
srimangal,108,305.4021208,12
srimangal,108,308.325793,15
srimangal,108,306.2584884,18
srimangal,108,303.3348537,21
srimangal,109,301.2675523,0
srimangal,109,298.3439332,3
srimangal,109,296.4113231,6
srimangal,109,299.2946089,9
srimangal,109,305.4110911,12
srimangal,109,308.2944663,15
srimangal,109,306.2556553,18
srimangal,109,303.3723172,21
srimangal,110,301.3335094,0
srimangal,110,298.4501866,3
srimangal,110,296.5645008,6
srimangal,110,299.3749859,9
srimangal,110,305.3370321,12
srimangal,110,308.1476045,15
srimangal,110,306.1602718,18
srimangal,110,303.3497355,21
srimangal,111,301.3624059,0
srimangal,111,298.5518846,3
srimangal,111,296.4429196,6
srimangal,111,299.2617066,9
srimangal,111,305.2413639,12
srimangal,111,308.0602383,15
srimangal,111,306.0670353,18
srimangal,111,303.248197,21
srimangal,112,301.2549971,0
srimangal,112,298.4361739,3
srimangal,112,296.3499845,6
srimangal,112,299.3174379,9
srimangal,112,305.61247,12
srimangal,112,308.5800155,15
srimangal,112,306.4816884,18
srimangal,112,303.514181,21
srimangal,113,301.4158571,0
srimangal,113,298.4483656,3
srimangal,113,296.4702759,6
srimangal,113,299.3335734,9
srimangal,113,305.4076535,12
srimangal,113,308.2710399,15
srimangal,113,306.2463628,18
srimangal,113,303.3830133,21
srimangal,114,301.3583393,0
srimangal,114,298.495005,3
srimangal,114,296.4586595,6
srimangal,114,299.4600227,9
srimangal,114,305.8269894,12
srimangal,114,308.8284457,15
srimangal,114,306.7061406,18
srimangal,114,303.7047229,21
srimangal,115,301.582421,0
srimangal,115,298.5810193,3
srimangal,115,296.6747576,6
srimangal,115,299.5088071,9
srimangal,115,305.5208418,12
srimangal,115,308.3549793,15
srimangal,115,306.3509839,18
srimangal,115,303.5168828,21
srimangal,116,301.5128905,0
srimangal,116,298.6788045,3
srimangal,116,296.7987448,6
srimangal,116,299.485916,9
srimangal,116,305.1863691,12
srimangal,116,307.8736237,15
srimangal,116,305.9734879,18
srimangal,116,303.2862679,21
srimangal,117,301.3861351,0
srimangal,117,298.6989294,3
srimangal,117,296.6658683,6
srimangal,117,299.2857309,9
srimangal,117,304.8433983,12
srimangal,117,307.4633422,15
srimangal,117,305.6108013,18
srimangal,117,302.9908911,21
srimangal,118,301.1383531,0
srimangal,118,298.5184568,3
srimangal,118,296.5926976,6
srimangal,118,299.2596252,9
srimangal,118,304.9171342,12
srimangal,118,307.5841445,15
srimangal,118,305.6983233,18
srimangal,118,303.0313473,21
srimangal,119,301.1455291,0
srimangal,119,298.4785673,3
srimangal,119,296.6116916,6
srimangal,119,299.1068992,9
srimangal,119,304.4001287,12
srimangal,119,306.8954137,15
srimangal,119,305.1310181,18
srimangal,119,302.6357651,21
srimangal,120,300.8713722,0
srimangal,120,298.3761326,3
srimangal,120,296.6224645,6
srimangal,120,299.1787862,9
srimangal,120,304.6016607,12
srimangal,120,307.1580618,15
srimangal,120,305.3504516,18
srimangal,120,302.7940833,21
srimangal,121,300.9864759,0
srimangal,121,298.4301212,3
srimangal,121,296.7053498,6
srimangal,121,299.2964753,9
srimangal,121,304.7931811,12
srimangal,121,307.3843871,15
srimangal,121,305.5521666,18
srimangal,121,302.9609939,21
srimangal,122,301.1287762,0
srimangal,122,298.5376174,3
srimangal,122,296.9595929,6
srimangal,122,299.4305975,9
srimangal,122,304.6724837,12
srimangal,122,307.143565,15
srimangal,122,305.3962837,18
srimangal,122,302.9252341,21
srimangal,123,301.1779555,0
srimangal,123,298.7069192,3
srimangal,123,297.0453896,6
srimangal,123,299.4898283,9
srimangal,123,304.675359,12
srimangal,123,307.1198736,15
srimangal,123,305.3913773,18
srimangal,123,302.9468941,21
srimangal,124,301.2184005,0
srimangal,124,298.7739303,3
srimangal,124,297.0459346,6
srimangal,124,299.4214682,9
srimangal,124,304.4608265,12
srimangal,124,306.8364339,15
srimangal,124,305.1566613,18
srimangal,124,302.7810844,21
srimangal,125,301.1013145,0
srimangal,125,298.7257503,3
srimangal,125,296.8456892,6
srimangal,125,299.1557023,9
srimangal,125,304.0560681,12
srimangal,125,306.3661529,15
srimangal,125,304.7327108,18
srimangal,125,302.4226557,21
srimangal,126,300.7892161,0
srimangal,126,298.4791733,3
srimangal,126,296.8035791,6
srimangal,126,299.1313454,9
srimangal,126,304.0693718,12
srimangal,126,306.3972104,15
srimangal,126,304.7512148,18
srimangal,126,302.4234062,21
srimangal,127,300.7774132,0
srimangal,127,298.449617,3
srimangal,127,296.7080454,6
srimangal,127,299.0628884,9
srimangal,127,304.0583543,12
srimangal,127,306.4132704,15
srimangal,127,304.7481285,18
srimangal,127,302.3932427,21
srimangal,128,300.7281034,0
srimangal,128,298.3732301,3
srimangal,128,296.8830373,6
srimangal,128,299.267703,9
srimangal,128,304.3264335,12
srimangal,128,306.7111732,15
srimangal,128,305.0249433,18
srimangal,128,302.6402342,21
srimangal,129,300.9540069,0
srimangal,129,298.5693106,3
srimangal,129,297.0032894,6
srimangal,129,299.4288894,9
srimangal,129,304.5744563,12
srimangal,129,307.0001317,15
srimangal,129,305.2849565,18
srimangal,129,302.8593124,21
srimangal,130,301.1441399,0
srimangal,130,298.7185087,3
srimangal,130,297.3851463,6
srimangal,130,299.7560821,9
srimangal,130,304.7856864,12
srimangal,130,307.1566958,15
srimangal,130,305.4801745,18
srimangal,130,303.1091956,21
srimangal,131,301.432677,0
srimangal,131,299.0617107,3
srimangal,131,297.4543801,6
srimangal,131,299.7398071,9
srimangal,131,304.5880167,12
srimangal,131,306.8735147,15
srimangal,131,305.2574578,18
srimangal,131,302.9719892,21
srimangal,132,301.3559349,0
srimangal,132,299.0704785,3
srimangal,132,297.4372601,6
srimangal,132,299.777032,9
srimangal,132,304.7405269,12
srimangal,132,307.0803715,15
srimangal,132,305.4258866,18
srimangal,132,303.086072,21
srimangal,133,301.4315896,0
srimangal,133,299.0917876,3
srimangal,133,297.4630551,6
srimangal,133,299.7822003,9
srimangal,133,304.7019383,12
srimangal,133,307.0211554,15
srimangal,133,305.381256,18
srimangal,133,303.0620686,21
srimangal,134,301.4221717,0
srimangal,134,299.1029967,3
srimangal,134,297.4307082,6
srimangal,134,299.6706668,9
srimangal,134,304.4224216,12
srimangal,134,306.6624497,15
srimangal,134,305.0785442,18
srimangal,134,302.8385449,21
srimangal,135,301.2546418,0
srimangal,135,299.0146544,3
srimangal,135,297.5678312,6
srimangal,135,299.7422054,9
srimangal,135,304.3548323,12
srimangal,135,306.529274,15
srimangal,135,304.9917441,18
srimangal,135,302.8173304,21
srimangal,136,301.2798028,0
srimangal,136,299.1054007,3
srimangal,136,297.5441068,6
srimangal,136,299.8667004,9
srimangal,136,304.7937538,12
srimangal,136,307.1164195,15
srimangal,136,305.4740816,18
srimangal,136,303.1514458,21
srimangal,137,301.5091104,0
srimangal,137,299.1864869,3
srimangal,137,297.6215078,6
srimangal,137,299.824172,9
srimangal,137,304.4968122,12
srimangal,137,306.6995449,15
srimangal,137,305.1420107,18
srimangal,137,302.9393064,21
srimangal,138,301.3817746,0
srimangal,138,299.179082,3
srimangal,138,297.9036051,6
srimangal,138,300.1353896,9
srimangal,138,304.8698043,12
srimangal,138,307.101658,15
srimangal,138,305.5235325,18
srimangal,138,303.2917075,21
srimangal,139,301.7135844,0
srimangal,139,299.4817712,3
srimangal,139,297.7681255,6
srimangal,139,299.8278069,9
srimangal,139,304.1971292,12
srimangal,139,306.2568745,15
srimangal,139,304.8004455,18
srimangal,139,302.7407266,21
srimangal,140,301.2842999,0
srimangal,140,299.224592,3
srimangal,140,297.7073321,6
srimangal,140,299.7816374,9
srimangal,140,304.1819824,12
srimangal,140,306.2563521,15
srimangal,140,304.7895823,18
srimangal,140,302.7152392,21
srimangal,141,301.2484717,0
srimangal,141,299.1741396,3
srimangal,141,297.8560261,6
srimangal,141,299.8941227,9
srimangal,141,304.2176561,12
srimangal,141,306.255816,15
srimangal,141,304.8146498,18
srimangal,141,302.7765161,21
srimangal,142,301.3353522,0
srimangal,142,299.2972293,3
srimangal,142,297.7375785,6
srimangal,142,299.8734451,9
srimangal,142,304.4043834,12
srimangal,142,306.5403162,15
srimangal,142,305.0300156,18
srimangal,142,302.8941102,21
srimangal,143,301.383812,0
srimangal,143,299.247918,3
srimangal,143,297.9512832,6
srimangal,143,300.0115394,9
srimangal,143,304.3820809,12
srimangal,143,306.442401,15
srimangal,143,304.9855655,18
srimangal,143,302.9252719,21
srimangal,144,301.4684388,0
srimangal,144,299.4081562,3
srimangal,144,298.005003,6
srimangal,144,299.9342819,9
srimangal,144,304.026974,12
srimangal,144,305.9563128,15
srimangal,144,304.5920931,18
srimangal,144,302.6627791,21
srimangal,145,301.2985615,0
srimangal,145,299.3692578,3
srimangal,145,297.8342104,6
srimangal,145,299.7748565,9
srimangal,145,303.8916622,12
srimangal,145,305.8323685,15
srimangal,145,304.460111,18
srimangal,145,302.5194296,21
srimangal,146,301.1471742,0
srimangal,146,299.2065032,3
srimangal,146,297.9200038,6
srimangal,146,299.8460898,9
srimangal,146,303.9320083,12
srimangal,146,305.858154,15
srimangal,146,304.4961922,18
srimangal,146,302.5700712,21
srimangal,147,301.2081115,0
srimangal,147,299.2820007,3
srimangal,147,298.044217,6
srimangal,147,299.9604685,9
srimangal,147,304.0255246,12
srimangal,147,305.9418356,15
srimangal,147,304.5868278,18
srimangal,147,302.6705415,21
srimangal,148,301.3155358,0
srimangal,148,299.3992597,3
srimangal,148,297.9231482,6
srimangal,148,299.8991728,9
srimangal,148,304.091029,12
srimangal,148,306.067115,15
srimangal,148,304.6698408,18
srimangal,148,302.6937803,21
srimangal,149,301.2965083,0
srimangal,149,299.3204583,3
srimangal,149,298.0584072,6
srimangal,149,300.0498221,9
srimangal,149,304.2743267,12
srimangal,149,306.2658033,15
srimangal,149,304.8576465,18
srimangal,149,302.8661954,21
srimangal,150,301.4580407,0
srimangal,150,299.4666002,3
srimangal,150,298.146835,6
srimangal,150,300.1133444,9
srimangal,150,304.2850156,12
srimangal,150,306.2515861,15
srimangal,150,304.8610402,18
srimangal,150,302.894495,21
srimangal,151,301.5039513,0
srimangal,151,299.5374166,3
srimangal,151,298.3152932,6
srimangal,151,300.1446949,9
srimangal,151,304.0255115,12
srimangal,151,305.8549699,15
srimangal,151,304.5613748,18
srimangal,151,302.7319399,21
srimangal,152,301.4383468,0
srimangal,152,299.6089216,3
srimangal,152,298.2973892,6
srimangal,152,300.1610838,9
srimangal,152,304.1146479,12
srimangal,152,305.9784003,15
srimangal,152,304.6605562,18
srimangal,152,302.7968277,21
srimangal,153,301.4789857,0
srimangal,153,299.6152672,3
srimangal,153,298.3597583,6
srimangal,153,300.2207708,9
srimangal,153,304.1686451,12
srimangal,153,306.0297153,15
srimangal,153,304.7137678,18
srimangal,153,302.8527215,21
srimangal,154,301.5367761,0
srimangal,154,299.6757397,3
srimangal,154,298.3431941,6
srimangal,154,300.1499254,9
srimangal,154,303.9826501,12
srimangal,154,305.7894375,15
srimangal,154,304.5118729,18
srimangal,154,302.7051087,21
srimangal,155,301.4275461,0
srimangal,155,299.6207915,3
srimangal,155,298.2647892,6
srimangal,155,300.0120029,9
srimangal,155,303.7184692,12
srimangal,155,305.4657371,15
srimangal,155,304.2302583,18
srimangal,155,302.4830128,21
srimangal,156,301.2475359,0
srimangal,156,299.5002998,3
srimangal,156,298.3695544,6
srimangal,156,300.0121652,9
srimangal,156,303.4967312,12
srimangal,156,305.1393929,15
srimangal,156,303.9778803,18
srimangal,156,302.3352397,21
srimangal,157,301.1737288,0
srimangal,157,299.531097,3
srimangal,157,298.2418996,6
srimangal,157,299.970083,9
srimangal,157,303.6361792,12
srimangal,157,305.3644162,15
srimangal,157,304.1423939,18
srimangal,157,302.4141792,21
srimangal,158,301.1921588,0
srimangal,158,299.4639533,3
srimangal,158,298.4634817,6
srimangal,158,300.1801702,9
srimangal,158,303.8218818,12
srimangal,158,305.5386236,15
srimangal,158,304.3247295,18
srimangal,158,302.6080098,21
srimangal,159,301.3941176,0
srimangal,159,299.677407,3
srimangal,159,298.4493007,6
srimangal,159,300.0571715,9
srimangal,159,303.4680417,12
srimangal,159,305.0759625,15
srimangal,159,303.9390149,18
srimangal,159,302.3311148,21
srimangal,160,301.194169,0
srimangal,160,299.5862775,3
srimangal,160,298.5293055,6
srimangal,160,300.1193594,9
srimangal,160,303.4924334,12
srimangal,160,305.0825366,15
srimangal,160,303.9581876,18
srimangal,160,302.3681049,21
srimangal,161,301.2437577,0
srimangal,161,299.6536834,3
srimangal,161,298.5935324,6
srimangal,161,300.12343,9
srimangal,161,303.368891,12
srimangal,161,304.8988361,15
srimangal,161,303.8170244,18
srimangal,161,302.287099,21
srimangal,162,301.2052891,0
srimangal,162,299.6753718,3
srimangal,162,298.6148426,6
srimangal,162,300.1651116,9
srimangal,162,303.4537876,12
srimangal,162,305.0041047,15
srimangal,162,303.9078882,18
srimangal,162,302.3575911,21
srimangal,163,301.2613762,0
srimangal,163,299.7110873,3
srimangal,163,298.4300824,6
srimangal,163,300.0666903,9
srimangal,163,303.5385221,12
srimangal,163,305.1751808,15
srimangal,163,304.0179128,18
srimangal,163,302.3812752,21
srimangal,164,301.224009,0
srimangal,164,299.5873801,3
srimangal,164,298.5406223,6
srimangal,164,300.1271638,9
srimangal,164,303.492787,12
srimangal,164,305.0793777,15
srimangal,164,303.9575124,18
srimangal,164,302.370942,21
srimangal,165,301.2490784,0
srimangal,165,299.6625165,3
srimangal,165,298.5790593,6
srimangal,165,300.1065941,9
srimangal,165,303.3470427,12
srimangal,165,304.8746249,15
srimangal,165,303.794484,18
srimangal,165,302.2669215,21
srimangal,166,301.1867823,0
srimangal,166,299.6592279,3
srimangal,166,298.5679978,6
srimangal,166,300.1284844,9
srimangal,166,303.4388356,12
srimangal,166,304.9993707,15
srimangal,166,303.8959291,18
srimangal,166,302.3354142,21
srimangal,167,301.2319743,0
srimangal,167,299.6714677,3
srimangal,167,298.6037875,6
srimangal,167,300.16338,9
srimangal,167,303.4718347,12
srimangal,167,305.0314757,15
srimangal,167,303.9286663,18
srimangal,167,302.3690454,21
srimangal,168,301.2662378,0
srimangal,168,299.7066252,3
srimangal,168,298.6601039,6
srimangal,168,300.2173336,9
srimangal,168,303.5207759,12
srimangal,168,305.078054,15
srimangal,168,303.9769154,18
srimangal,168,302.4196574,21
srimangal,169,301.3185205,0
srimangal,169,299.7612708,3
srimangal,169,298.7516874,6
srimangal,169,300.2919942,9
srimangal,169,303.5595369,12
srimangal,169,305.0998915,15
srimangal,169,304.0107194,18
srimangal,169,302.4703846,21
srimangal,170,301.3812142,0
srimangal,170,299.8408876,3
srimangal,170,298.7016757,6
srimangal,170,300.2853435,9
srimangal,170,303.6448705,12
srimangal,170,305.2285875,15
srimangal,170,304.1087542,18
srimangal,170,302.5250575,21
srimangal,171,301.405226,0
srimangal,171,299.8215378,3
srimangal,171,298.5814139,6
srimangal,171,300.1600368,9
srimangal,171,303.5088616,12
srimangal,171,305.0875335,15
srimangal,171,303.9712675,18
srimangal,171,302.3926159,21
srimangal,172,301.2763517,0
srimangal,172,299.6977085,3
srimangal,172,298.6609052,6
srimangal,172,300.1745823,9
srimangal,172,303.3856339,12
srimangal,172,304.899358,15
srimangal,172,303.8290161,18
srimangal,172,302.3153114,21
srimangal,173,301.2449712,0
srimangal,173,299.7312746,3
srimangal,173,298.5864094,6
srimangal,173,300.1814444,9
srimangal,173,303.5650851,12
srimangal,173,305.1601695,15
srimangal,173,304.0322984,18
srimangal,173,302.4372344,21
srimangal,174,301.309365,0
srimangal,174,299.7143096,3
srimangal,174,298.7206033,6
srimangal,174,300.3770717,9
srimangal,174,303.8910348,12
srimangal,174,305.5475546,15
srimangal,174,304.376243,18
srimangal,174,302.7197445,21
srimangal,175,301.5484347,0
srimangal,175,299.891945,3
srimangal,175,298.8090499,6
srimangal,175,300.3712607,9
srimangal,175,303.6852697,12
srimangal,175,305.247529,15
srimangal,175,304.1428683,18
srimangal,175,302.580629,21
srimangal,176,301.47597,0
srimangal,176,299.9137391,3
srimangal,176,298.8945828,6
srimangal,176,300.4325268,9
srimangal,176,303.6950571,12
srimangal,176,305.2330488,15
srimangal,176,304.1455474,18
srimangal,176,302.6075755,21
srimangal,177,301.5200759,0
srimangal,177,299.9821121,3
srimangal,177,298.7874682,6
srimangal,177,300.359769,9
srimangal,177,303.6951822,12
srimangal,177,305.2675318,15
srimangal,177,304.1557363,18
srimangal,177,302.583407,21
srimangal,178,301.4716132,0
srimangal,178,299.8992923,3
